ts_code,trade_date,open,high,low,close,vol,amount
000001.SH,20000731,1917.442,2024.998,1888.249,2023.539,32137009400.0,280273055010.0
000001.SH,20000630,1900.533,1953.339,1884.616,1928.106,31120073800.0,310030661260.0
000001.SH,20000531,1848.173,1908.306,1695.531,1894.554,20965032900.0,216027027540.0
000001.SH,20000428,1799.575,1858.265,1746.302,1836.321,29907077600.0,298017800000.0
000001.SH,20000331,1720.597,1811.063,1596.072,1800.225,46723697900.0,451076003750.0
000001.SH,20000229,1591.445,1770.88,1583.582,1714.578,37201886600.0,352317972500.0
000001.SH,20000128,1368.693,1547.708,1361.214,1534.997,28959217400.0,235156353160.0
000001.SH,19991230,1434.978,1461.899,1341.052,1366.58,10948310000.0,77603185800.0
000001.SH,19991130,1501.735,1506.994,1427.358,1434.973,12577449400.0,85018842530.0
000001.SH,19991029,1568.238,1568.375,1452.709,1504.563,10036690000.0,66555236740.0
000001.SH,19990930,1627.821,1695.644,1556.741,1570.702,16234503900.0,149801246600.0
000001.SH,19990831,1607.062,1658.69,1546.837,1627.116,23700846600.0,208193670020.0
000001.SH,19990730,1678.838,1678.838,1471.509,1601.459,36671513000.0,296380508140.0
000001.SH,19990630,1283.3,1756.184,1259.008,1689.428,64003892000.0,514812787500.0
000001.SH,19990531,1120.908,1303.48,1047.833,1279.326,22822468500.0,149804443770.0
000001.SH,19990430,1158.681,1210.1,1087.794,1120.927,16163541800.0,109867450340.0
000001.SH,19990331,1092.145,1179.65,1084.156,1158.054,13647642100.0,95179711430.0
000001.SH,19990209,1131.651,1131.66,1064.174,1090.087,2756467800.0,17508616410.0
000001.SH,19990129,1144.888,1174.427,1104.501,1134.673,9286117500.0,62562884870.0
000001.SH,19981231,1249.01,1251.87,1125.56,1146.7,7216957900.0,56294868470.0
000001.SH,19981130,1217.34,1300.15,1210.85,1247.42,12167240200.0,116147338140.0
000001.SH,19981030,1245.74,1263.71,1191.56,1217.32,11672623300.0,103318626910.0
000001.SH,19980930,1142.5,1264.4,1123.64,1242.9,15481164900.0,120359326290.0
000001.SH,19980831,1315.14,1315.47,1043.02,1150.22,11568621200.0,80567237210.0
000001.SH,19980731,1363.27,1367.15,1278.3,1316.92,10703435700.0,92737510030.0
000001.SH,19980630,1418.35,1422.98,1323.53,1339.2,14185296700.0,140430908790.0
000001.SH,19980529,1353.06,1411.35,1324.72,1411.21,18848077100.0,167762615050.0
000001.SH,19980430,1243.37,1343.46,1240.06,1343.45,22327818600.0,189983800680.0
000001.SH,19980331,1196.74,1252.24,1175.55,1243.02,8538903100.0,91962497220.0
000001.SH,19980227,1258.0,1262.62,1189.52,1206.53,6005332000.0,60715115330.0
000001.SH,19980123,1200.95,1250.01,1110.09,1222.91,7036715300.0,78905026920.0
000001.SH,19971231,1137.59,1198.97,1119.2,1194.1,6648993800.0,71254952350.0
000001.SH,19971128,1181.16,1213.23,1114.14,1139.63,6275650200.0,61049843290.0
000001.SH,19971031,1100.7,1241.83,1087.02,1180.39,6993340200.0,69350391430.0
000001.SH,19970930,1224.18,1264.49,1025.13,1097.38,9234745100.0,80037853800.0
000001.SH,19970829,1191.65,1223.07,1116.15,1221.06,9238606400.0,85463240670.0
000001.SH,19970731,1255.91,1261.57,1066.04,1189.76,9000940200.0,104733514730.0
000001.SH,19970627,1302.82,1369.51,1154.97,1250.27,9737585200.0,133886088490.0
000001.SH,19970530,1398.14,1510.18,1213.24,1285.18,15626082200.0,211894484410.0
000001.SH,19970430,1243.87,1396.48,1222.56,1393.75,21173318900.0,253385563140.0
000001.SH,19970331,1044.61,1234.96,1043.93,1234.62,18611319400.0,198599793160.0
000001.SH,19970228,969.53,1040.33,870.18,1040.27,7735229400.0,68519762820.0
000001.SH,19970131,914.06,967.9,871.78,964.74,6925491400.0,60254109250.0
000001.SH,19961231,1056.68,1258.69,855.85,917.02,21944769400.0,208659209080.0
000001.SH,19961129,935.17,1047.39,896.88,1032.95,13684740500.0,115158890050.0
000001.SH,19961031,887.85,1038.81,852.83,976.71,18528856300.0,149020761610.0
000001.SH,19960927,812.94,875.53,752.68,875.53,8850330600.0,78203349100.0
000001.SH,19960830,823.17,894.86,766.7,809.94,8117212400.0,65623894570.0
000001.SH,19960731,800.91,894.73,753.64,822.48,14009886700.0,115824299430.0
000001.SH,19960628,643.96,819.84,636.46,804.25,12194659100.0,92867002670.0
000001.SH,19960531,715.97,725.16,630.42,643.65,7596815600.0,45912712030.0
000001.SH,19960430,566.21,739.29,556.23,681.16,6839041100.0,44562874620.0
000001.SH,19960329,583.38,606.51,549.71,556.39,2717772100.0,14352664850.0
000001.SH,19960216,536.24,553.83,518.18,552.94,937014900.0,4637379830.0
000001.SH,19960131,550.26,561.36,512.83,537.35,2417387600.0,10404444660.0
000001.SH,19951229,631.55,643.36,552.84,555.29,1767184300.0,9978510750.0
000001.SH,19951130,716.46,736.91,632.03,641.14,3542618700.0,20012163360.0
000001.SH,19951031,724.04,765.48,693.86,717.32,7120846000.0,41171703490.0
000001.SH,19950929,726.05,792.54,699.1,722.43,5992628400.0,31720006340.0
000001.SH,19950831,697.22,788.16,688.65,723.87,10004407800.0,52840374300.0
000001.SH,19950731,623.14,723.68,610.33,695.55,6699947800.0,31923492940.0
000001.SH,19950630,703.72,722.3,625.7,630.58,2665856700.0,15829078630.0
000001.SH,19950531,576.69,926.41,564.86,700.51,6132731700.0,52655820330.0
000001.SH,19950428,651.04,681.15,547.21,579.93,3038152300.0,20810965490.0
000001.SH,19950331,548.91,648.04,545.72,646.92,2937260700.0,23360124670.0
000001.SH,19950228,559.78,611.89,524.43,549.26,1038663700.0,6308961890.0
000001.SH,19950127,637.72,657.52,547.38,562.59,773002000.0,5026332900.0
000001.SH,19941230,684.02,695.22,620.47,647.87,2163404100.0,20175946290.0
000001.SH,19941130,667.66,743.22,648.68,683.59,3238673600.0,29481464840.0
000001.SH,19941031,770.9,794.85,546.79,654.98,6557713100.0,55882320720.0
000001.SH,19940930,785.61,1052.94,785.56,791.15,14875312400.0,151567033880.0
000001.SH,19940831,394.87,787.22,377.97,785.33,20732204400.0,148498497540.0
000001.SH,19940729,469.27,469.43,325.89,333.92,1542891400.0,7637914750.0
000001.SH,19940630,554.08,556.9,458.74,469.29,2119220700.0,10519164800.0
000001.SH,19940531,593.94,620.94,537.78,556.26,4194462000.0,23194519550.0
000001.SH,19940429,704.93,705.41,536.34,592.56,3931438700.0,31774156260.0
000001.SH,19940331,771.52,807.52,694.03,704.46,5354089200.0,58077192180.0
000001.SH,19940228,770.25,818.57,749.63,770.98,1500663700.0,15480773600.0
000001.SH,19940131,837.7,907.09,760.78,770.25,2424543900.0,23596674610.0
000001.SH,19931231,993.67,1044.85,750.46,833.8,2818664900.0,37710020320.0
000001.SH,19931130,801.86,1011.76,793.32,984.93,2692766900.0,37317981600.0
000001.SH,19931029,895.69,934.4,774.54,814.82,1514536100.0,23641631320.0
000001.SH,19930930,898.01,947.53,864.38,890.27,619490800.0,6923985900.0
000001.SH,19930831,885.31,1042.47,823.0,895.68,1497693700.0,18153103530.0
000001.SH,19930730,1000.8,1009.89,777.73,881.07,656043500.0,8074706770.0
000001.SH,19930630,935.9,1177.91,859.48,1007.05,906521800.0,15475151710.0
000001.SH,19930531,1365.15,1380.5,930.64,935.48,661235600.0,12124998600.0
000001.SH,19930430,921.59,1392.62,915.59,1358.78,1299869400.0,26098214320.0
000001.SH,19930331,1328.22,1339.1,913.74,925.91,762189600.0,14609000460.0
000001.SH,19930226,1242.35,1558.95,1196.47,1339.88,1227577900.0,25997162570.0
000001.SH,19930129,784.13,1198.48,777.16,1198.48,734165400.0,11527162770.0
000001.SH,19921231,718.99,841.02,592.78,780.39,476167400.0,6216520820.0
000001.SH,19921130,471.18,752.32,386.85,724.6,325186200.0,2828499960.0
000001.SH,19921030,676.47,713.77,447.93,507.25,204637100.0,2284817950.0
000001.SH,19920930,826.96,832.84,595.42,702.32,208998500.0,2734135940.0
000001.SH,19920831,1034.7,1060.36,627.36,823.27,204067900.0,2862566940.0
000001.SH,19920731,1199.54,1215.24,961.61,1052.07,138842500.0,2781203950.0
000001.SH,19920630,1175.69,1249.58,1033.47,1191.19,79408700.0,2006645970.0
000001.SH,19920529,454.86,1429.01,439.96,1234.71,107331300.0,2085235930.0
000001.SH,19920430,381.55,448.94,381.01,445.38,51061100.0,804940000.0
000001.SH,19920331,365.15,382.06,364.66,381.24,16144100.0,346811000.0
000001.SH,19920228,314.18,364.67,313.24,364.66,10828700.0,165694000.0
000001.SH,19920131,293.74,313.24,292.76,313.24,1690500.0,22691000.0
000001.SH,19911231,261.78,292.75,259.67,292.75,4366600.0,46668000.0
000001.SH,19911129,220.71,259.85,218.6,259.6,9627000.0,80215000.0
000001.SH,19911031,181.55,218.6,179.8,218.6,22344300.0,149536000.0
000001.SH,19910930,180.08,191.18,178.43,180.92,28613300.0,194104000.0
000001.SH,19910830,145.12,178.43,143.8,178.43,8081400.0,44303000.0
000001.SH,19910731,135.28,143.8,131.87,143.8,13435400.0,69699000.0
