ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688041.SH,20250516,142.01,142.67,137.06,138.49,141.94,-3.4499999999999886,-2.43,135722.17,1885082.866
688041.SH,20250515,144.04,144.81,141.53,141.94,144.05,-2.1100000000000136,-1.46,85999.9,1227878.124
688041.SH,20250514,143.23,145.33,142.53,144.05,142.0,2.0500000000000114,1.44,118534.35,1708402.763
688041.SH,20250513,144.37,144.53,141.83,142.0,143.53,-1.5300000000000011,-1.07,100434.97,1436862.794
688041.SH,20250512,143.43,145.51,142.63,143.53,143.71,-0.18000000000000682,-0.13,114020.35,1642442.8
688041.SH,20250509,145.44,146.1,143.71,143.71,145.83,-2.1200000000000045,-1.45,95020.54,1375398.296
688041.SH,20250508,149.32,149.8,145.74,145.83,150.62,-4.789999999999992,-3.18,164947.39,2427864.592
688041.SH,20250507,153.23,153.23,149.22,150.62,149.83,0.789999999999992,0.53,126742.45,1910156.347
688041.SH,20250506,150.92,150.92,147.37,149.83,148.42,1.410000000000025,0.95,125352.82,1870456.686
688041.SH,20250430,149.32,152.1,148.22,148.42,149.92,-1.5,-1.0,114902.9,1723056.252
688041.SH,20250429,147.88,150.54,145.49,149.92,148.42,1.5,1.01,91265.61,1356820.472
688041.SH,20250428,147.79,149.57,146.97,148.42,147.03,1.3899999999999864,0.95,86063.6,1276793.402
688041.SH,20250425,148.89,149.5,146.48,147.03,148.12,-1.0900000000000034,-0.74,90156.08,1334717.423
688041.SH,20250424,148.82,151.17,147.88,148.12,148.82,-0.6999999999999886,-0.47,87824.67,1311540.473
688041.SH,20250423,151.92,153.35,148.27,148.82,151.92,-3.0999999999999943,-2.04,146649.34,2192327.187
688041.SH,20250422,154.49,157.08,151.9,151.92,153.54,-1.6200000000000045,-1.06,176601.03,2732403.145
688041.SH,20250421,150.5,154.68,149.61,153.54,149.46,4.079999999999984,2.73,131589.95,2017079.669
688041.SH,20250418,152.57,152.62,147.62,149.46,153.82,-4.359999999999985,-2.83,129587.45,1939699.702
688041.SH,20250417,152.31,157.58,151.82,153.82,154.32,-0.5,-0.32,163595.47,2523530.427
688041.SH,20250416,154.81,155.51,148.84,154.32,150.22,4.099999999999994,2.73,220774.19,3356369.613
688041.SH,20250415,149.5,151.25,147.3,150.22,149.97,0.25,0.17,132901.69,1984973.804
688041.SH,20250414,147.82,151.08,145.03,149.97,146.74,3.2299999999999898,2.2,215683.5,3207569.485
688041.SH,20250411,142.33,152.7,140.85,146.74,141.1,5.640000000000015,4.0,316773.05,4642397.826
688041.SH,20250410,143.6,144.33,139.95,141.1,141.31,-0.21000000000000796,-0.15,216481.2,3073650.387
688041.SH,20250409,131.84,142.57,131.5,141.31,134.07,7.240000000000009,5.4,336544.7,4678045.506
688041.SH,20250408,137.83,138.79,130.39,134.07,136.3,-2.230000000000018,-1.64,285596.69,3809132.621
688041.SH,20250407,135.39,140.05,127.92,136.3,141.85,-5.549999999999983,-3.91,377565.49,5125057.018
688041.SH,20250403,139.84,145.21,139.84,141.85,141.66,0.18999999999999773,0.13,140926.63,2017350.133
688041.SH,20250402,141.03,142.45,140.51,141.66,141.74,-0.0800000000000125,-0.06,76108.29,1078637.132
688041.SH,20250401,142.22,143.94,141.52,141.74,141.13,0.6100000000000136,0.43,140023.43,1998597.253
688041.SH,20250331,139.65,142.15,138.82,141.13,140.82,0.3100000000000023,0.22,116827.1,1640783.302
688041.SH,20250328,141.55,142.63,139.84,140.82,141.99,-1.170000000000016,-0.82,105508.95,1489494.102
688041.SH,20250327,141.62,144.71,141.23,141.99,140.88,1.1100000000000136,0.79,151995.74,2174122.876
688041.SH,20250326,142.13,143.24,140.63,140.88,141.85,-0.9699999999999989,-0.68,122822.65,1742009.996
688041.SH,20250325,148.72,150.1,140.83,141.85,148.82,-6.969999999999999,-4.68,208015.65,3009241.925
688041.SH,20250324,145.63,149.16,144.33,148.82,145.63,3.1899999999999977,2.19,160191.81,2351207.291
688041.SH,20250321,151.32,152.45,143.83,145.63,151.48,-5.849999999999994,-3.86,213896.42,3156244.397
688041.SH,20250320,150.83,153.51,148.84,151.48,152.66,-1.1800000000000068,-0.77,136594.44,2075479.483
688041.SH,20250319,152.62,154.36,151.62,152.66,153.22,-0.5600000000000023,-0.37,120263.5,1838231.196
688041.SH,20250318,154.89,157.03,152.85,153.22,154.6,-1.3799999999999955,-0.89,151523.08,2346101.805
688041.SH,20250317,158.47,158.61,154.1,154.6,156.69,-2.0900000000000034,-1.33,166641.55,2593589.291
688041.SH,20250314,155.8,159.11,154.12,156.69,155.3,1.3899999999999864,0.9,255525.91,4015842.407
688041.SH,20250313,164.53,164.53,153.99,155.3,162.23,-6.929999999999978,-4.27,249185.89,3939397.186
688041.SH,20250312,162.69,169.08,160.31,162.23,157.82,4.409999999999997,2.79,364044.61,6009882.144
688041.SH,20250311,158.71,160.41,154.81,157.82,162.81,-4.990000000000009,-3.06,248571.97,3910331.002
688041.SH,20250310,159.6,164.62,157.81,162.81,159.61,3.1999999999999886,2.0,222797.8,3594917.068
688041.SH,20250307,161.31,164.04,158.51,159.61,162.83,-3.219999999999999,-1.98,214629.2,3469333.054
688041.SH,20250306,158.81,166.46,155.52,162.83,153.77,9.060000000000002,5.89,398241.98,6474314.876
688041.SH,20250305,150.78,154.6,149.95,153.77,151.32,2.450000000000017,1.62,230757.73,3515640.782
688041.SH,20250304,147.32,155.81,146.82,151.32,150.75,0.5699999999999932,0.38,300387.85,4549771.068
688041.SH,20250303,159.86,161.9,149.33,150.75,159.81,-9.060000000000002,-5.67,396221.03,6082397.394
688041.SH,20250228,169.3,169.3,157.64,159.81,169.79,-9.97999999999999,-5.88,423431.27,6871976.442
688041.SH,20250227,164.85,171.69,162.41,169.79,164.8,4.989999999999981,3.03,490230.76,8200020.91
688041.SH,20250226,158.1,168.3,152.6,164.8,155.71,9.090000000000003,5.84,518137.07,8350170.495
688041.SH,20250225,150.82,161.1,149.03,155.71,153.88,1.8300000000000125,1.19,394849.6,6095226.351
688041.SH,20250224,155.68,157.23,151.34,153.88,156.77,-2.890000000000015,-1.84,374964.51,5784547.209
688041.SH,20250221,138.9,159.82,138.9,156.77,135.99,20.78,15.28,782441.42,11800501.912
688041.SH,20250220,138.0,140.35,135.15,135.99,137.21,-1.2199999999999989,-0.89,213137.58,2918970.392
688041.SH,20250219,137.34,139.27,135.89,137.21,137.31,-0.09999999999999432,-0.07,251330.34,3454393.505
688041.SH,20250218,140.83,141.73,136.22,137.31,141.44,-4.1299999999999955,-2.92,204517.47,2846087.146
688041.SH,20250217,137.14,144.34,137.14,141.44,135.73,5.710000000000008,4.21,378890.71,5359928.275
688041.SH,20250214,134.89,137.24,134.05,135.73,134.89,0.8400000000000034,0.62,190713.11,2587908.539
688041.SH,20250213,140.33,140.33,134.84,134.89,140.91,-6.02000000000001,-4.27,284332.2,3890415.55
688041.SH,20250212,142.83,146.37,139.61,140.91,139.83,1.079999999999984,0.77,284616.23,4038758.765
688041.SH,20250211,142.31,143.5,137.37,139.83,142.13,-2.299999999999983,-1.62,266015.03,3719734.38
688041.SH,20250210,140.62,143.53,139.83,142.13,139.53,2.5999999999999943,1.86,310232.35,4404750.551
688041.SH,20250207,140.83,144.11,137.14,139.53,140.64,-1.1099999999999852,-0.79,394420.73,5544944.265
688041.SH,20250206,138.83,141.69,136.72,140.64,139.02,1.6199999999999761,1.17,358856.3,5018503.37
688041.SH,20250205,135.84,140.71,132.5,139.02,127.85,11.170000000000016,8.74,500169.68,6830831.679
688041.SH,20250127,127.95,130.56,125.86,127.85,130.84,-2.990000000000009,-2.29,175857.05,2263675.771
688041.SH,20250124,130.41,133.38,129.85,130.84,130.38,0.46000000000000796,0.35,205500.57,2710711.734
688041.SH,20250123,133.67,135.75,129.99,130.38,132.31,-1.9300000000000068,-1.46,254931.31,3371067.304
688041.SH,20250122,132.54,134.72,130.89,132.31,132.87,-0.5600000000000023,-0.42,223486.15,2972590.593
688041.SH,20250121,134.44,134.83,131.26,132.87,133.74,-0.8700000000000045,-0.65,223175.88,2968710.571
688041.SH,20250120,132.84,136.0,131.24,133.74,131.62,2.1200000000000045,1.61,229018.99,3072481.176
688041.SH,20250117,129.84,134.66,128.98,131.62,132.65,-1.0300000000000011,-0.78,295167.16,3889296.127
688041.SH,20250116,147.01,147.81,132.63,132.65,147.02,-14.370000000000005,-9.77,515850.61,7111707.016
688041.SH,20250115,143.84,151.09,140.7,147.02,143.88,3.140000000000015,2.18,321410.98,4708994.718
688041.SH,20250114,145.33,146.37,138.11,143.88,143.23,0.6500000000000057,0.45,328297.93,4699483.49
688041.SH,20250113,146.52,146.52,141.09,143.23,146.52,-3.2900000000000205,-2.25,217896.59,3121265.214
688041.SH,20250110,148.94,153.48,146.45,146.52,148.02,-1.5,-1.01,326955.12,4892245.269
688041.SH,20250109,149.71,150.7,145.61,148.02,149.71,-1.6899999999999977,-1.13,209431.1,3106013.725
688041.SH,20250108,145.08,151.12,144.63,149.71,147.42,2.2900000000000205,1.55,328913.75,4877719.726
688041.SH,20250107,135.41,148.44,133.87,147.42,134.41,13.009999999999991,9.68,358284.73,5096022.844
688041.SH,20250106,137.58,141.63,133.17,134.41,135.45,-1.039999999999992,-0.77,199114.63,2719449.703
688041.SH,20250103,139.22,139.63,135.42,135.45,138.91,-3.460000000000008,-2.49,199195.39,2741766.652
688041.SH,20250102,148.12,149.29,137.25,138.91,149.61,-10.700000000000017,-7.15,386445.94,5449063.43
