ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,swing,vol
SPX,20000621,1479.13,1479.13,1482.19,1468.0,1475.95,3.18,0.22,0.96,
SPX,20000620,1486.71,1475.95,1487.32,1470.18,1486.0,-10.05,-0.68,1.15,
SPX,20000619,1463.9,1486.0,1488.93,1459.05,1464.46,21.54,1.47,2.04,
SPX,20000616,1478.73,1464.46,1480.77,1460.42,1478.73,-14.27,-0.97,1.38,
SPX,20000615,1471.64,1478.73,1482.04,1464.62,1470.54,8.19,0.56,1.18,
SPX,20000614,1471.23,1470.54,1483.62,1467.71,1469.44,1.1,0.07,1.08,
SPX,20000613,1445.74,1469.44,1470.42,1442.38,1446.0,23.44,1.62,1.94,
SPX,20000612,1460.83,1446.0,1462.95,1446.0,1456.95,-10.95,-0.75,1.16,
SPX,20000609,1465.22,1456.95,1472.67,1454.96,1461.67,-4.72,-0.32,1.21,
SPX,20000608,1471.28,1461.67,1475.65,1456.49,1471.36,-9.69,-0.66,1.3,
SPX,20000607,1458.83,1471.36,1474.64,1455.06,1457.84,13.52,0.93,1.34,
SPX,20000606,1467.26,1457.84,1471.36,1454.74,1467.63,-9.79,-0.67,1.13,
SPX,20000605,1474.06,1467.63,1477.28,1464.68,1477.26,-9.63,-0.65,0.85,
SPX,20000602,1460.23,1477.26,1483.42,1448.81,1448.81,28.45,1.96,2.39,
SPX,20000601,1425.53,1448.81,1448.81,1420.59,1420.6,28.21,1.99,1.99,
SPX,20000731,1419.9,1430.83,1437.65,1418.71,1419.89,10.94,0.77,1.33,
SPX,20000728,1449.62,1419.89,1456.68,1413.89,1449.62,-29.73,-2.05,2.95,
SPX,20000727,1449.06,1449.62,1464.91,1445.33,1452.42,-2.8,-0.19,1.35,
SPX,20000726,1472.08,1452.42,1472.08,1452.42,1474.47,-22.05,-1.5,1.33,
SPX,20000725,1464.28,1474.47,1476.23,1464.28,1464.29,10.18,0.7,0.82,
SPX,20000724,1480.82,1464.29,1485.88,1463.8,1480.19,-15.9,-1.07,1.49,
SPX,20000721,1495.57,1480.19,1495.57,1477.91,1495.57,-15.38,-1.03,1.18,
SPX,20000720,1483.9,1495.57,1501.92,1483.9,1481.96,13.61,0.92,1.22,
SPX,20000719,1493.74,1481.96,1495.63,1479.92,1493.74,-11.78,-0.79,1.05,
SPX,20000718,1507.64,1493.74,1507.64,1491.35,1510.49,-16.75,-1.11,1.08,
SPX,20000717,1509.92,1510.49,1517.32,1505.26,1509.98,0.51,0.03,0.8,
SPX,20000714,1499.39,1509.98,1509.99,1494.56,1495.84,14.14,0.95,1.03,
SPX,20000713,1492.92,1495.84,1501.39,1489.65,1492.92,2.92,0.2,0.79,
SPX,20000712,1485.26,1492.92,1497.69,1485.26,1480.88,12.04,0.81,0.84,
SPX,20000711,1474.24,1480.88,1488.77,1470.48,1475.62,5.26,0.36,1.24,
SPX,20000710,1475.67,1475.62,1486.56,1474.76,1478.9,-3.28,-0.22,0.8,
SPX,20000707,1457.48,1478.9,1484.12,1457.48,1456.67,22.23,1.53,1.83,
SPX,20000706,1446.61,1456.67,1461.65,1439.56,1446.23,10.44,0.72,1.53,
SPX,20000705,1465.27,1446.23,1468.63,1442.45,1469.54,-23.31,-1.59,1.78,
SPX,20000703,1454.27,1469.54,1469.57,1450.85,1454.6,14.94,1.03,1.29,
SPX,20000831,1504.44,1517.68,1525.21,1504.44,1502.59,15.09,1.0,1.38,
SPX,20000830,1509.83,1502.59,1510.49,1500.09,1509.84,-7.25,-0.48,0.69,
SPX,20000829,1514.14,1509.84,1514.89,1505.48,1514.09,-4.25,-0.28,0.62,
SPX,20000828,1506.72,1514.09,1523.95,1506.72,1506.45,7.64,0.51,1.14,
