ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,swing,vol
SPX,20040107,1123.62,1126.33,1126.33,1116.45,1123.67,2.66,0.24,0.88,
SPX,20040106,1122.22,1123.67,1124.46,1118.44,1122.22,1.46,0.13,0.54,
SPX,20040105,1110.62,1122.22,1122.22,1108.48,1108.48,13.73,1.24,1.24,
SPX,20040102,1112.64,1108.48,1118.85,1105.08,1111.92,-3.43,-0.31,1.24,
SPX,20040227,1144.91,1144.94,1151.68,1141.8,1144.91,0.03,0.0,0.86,
SPX,20040226,1141.66,1144.91,1147.23,1138.62,1143.67,1.24,0.11,0.75,
SPX,20040225,1139.09,1143.67,1145.24,1138.71,1139.09,4.57,0.4,0.57,
SPX,20040224,1139.97,1139.09,1144.54,1134.43,1140.99,-1.9,-0.17,0.89,
SPX,20040223,1144.11,1140.99,1146.69,1136.98,1144.11,-3.11,-0.27,0.85,
SPX,20040220,1147.06,1144.11,1149.81,1139.0,1147.06,-2.95,-0.26,0.94,
SPX,20040219,1151.82,1147.06,1158.57,1146.83,1151.82,-4.76,-0.41,1.02,
SPX,20040218,1157.4,1151.82,1157.4,1149.42,1156.99,-5.16,-0.45,0.69,
SPX,20040217,1147.75,1156.99,1158.98,1145.81,1145.81,11.18,0.98,1.15,
SPX,20040213,1152.71,1145.81,1156.88,1143.23,1152.11,-6.3,-0.55,1.18,
SPX,20040212,1157.76,1152.11,1157.76,1151.44,1157.76,-5.65,-0.49,0.55,
SPX,20040211,1145.54,1157.76,1158.89,1142.33,1145.54,12.22,1.07,1.45,
SPX,20040210,1139.81,1145.54,1147.02,1138.7,1139.81,5.73,0.5,0.73,
SPX,20040209,1142.74,1139.81,1144.46,1139.21,1142.76,-2.95,-0.26,0.46,
SPX,20040206,1128.59,1142.76,1142.79,1128.39,1128.59,14.17,1.26,1.28,
SPX,20040205,1126.52,1128.59,1131.17,1124.44,1126.52,2.07,0.18,0.6,
SPX,20040204,1133.6,1126.52,1136.03,1124.74,1136.03,-9.51,-0.84,0.99,
SPX,20040203,1135.26,1136.03,1137.44,1131.33,1135.26,0.77,0.07,0.54,
SPX,20040202,1131.13,1135.26,1142.58,1127.87,1131.13,4.14,0.37,1.3,
SPX,20040331,1126.94,1126.21,1130.83,1121.46,1127.0,-0.79,-0.07,0.83,
SPX,20040330,1122.47,1127.0,1127.6,1119.66,1122.47,4.53,0.4,0.71,
SPX,20040329,1108.06,1122.47,1124.37,1108.06,1108.06,14.4,1.3,1.47,
SPX,20040326,1108.74,1108.06,1115.27,1106.13,1109.19,-1.13,-0.1,0.82,
SPX,20040325,1091.33,1109.19,1110.32,1091.33,1091.33,17.86,1.64,1.74,
SPX,20040324,1093.95,1091.33,1098.39,1087.06,1093.95,-2.61,-0.24,1.04,
SPX,20040323,1096.8,1093.95,1101.52,1091.57,1095.4,-1.45,-0.13,0.91,
SPX,20040322,1109.78,1095.4,1109.78,1089.49,1109.78,-14.38,-1.3,1.83,
SPX,20040319,1122.32,1109.78,1122.72,1109.69,1122.32,-12.54,-1.12,1.16,
SPX,20040318,1123.45,1122.32,1125.5,1113.25,1123.75,-1.43,-0.13,1.09,
SPX,20040317,1110.7,1123.75,1125.76,1110.7,1110.7,13.05,1.18,1.36,
SPX,20040316,1105.87,1110.7,1113.82,1102.61,1104.49,6.21,0.56,1.01,
SPX,20040315,1120.57,1104.49,1120.57,1103.36,1120.57,-16.08,-1.43,1.54,
SPX,20040312,1106.78,1120.57,1120.63,1106.78,1106.78,13.79,1.25,1.25,
SPX,20040311,1123.89,1106.78,1125.96,1105.87,1123.89,-17.11,-1.52,1.79,
SPX,20040310,1141.02,1123.89,1141.45,1122.53,1140.58,-16.68,-1.46,1.66,
SPX,20040309,1147.32,1140.58,1147.32,1136.84,1147.21,-6.63,-0.58,0.91,
SPX,20040308,1156.86,1147.21,1159.94,1146.97,1156.87,-9.66,-0.84,1.12,
SPX,20040305,1154.87,1156.87,1163.23,1148.71,1154.88,2.0,0.17,1.26,
SPX,20040304,1151.07,1154.88,1154.97,1149.81,1151.04,3.84,0.33,0.45,
SPX,20040303,1149.1,1151.04,1152.44,1143.78,1149.1,1.94,0.17,0.75,
SPX,20040302,1155.89,1149.1,1156.54,1147.31,1155.96,-6.86,-0.59,0.8,
SPX,20040301,1144.94,1155.96,1157.45,1144.94,1144.94,11.02,0.96,1.09,
SPX,20040430,1113.89,1107.3,1119.26,1107.23,1113.89,-6.58,-0.59,1.08,
SPX,20040429,1122.41,1113.89,1128.8,1108.02,1122.41,-8.52,-0.76,1.85,
SPX,20040428,1138.11,1122.41,1138.11,1121.7,1138.11,-15.71,-1.38,1.44,
SPX,20040427,1135.91,1138.11,1146.84,1135.53,1135.53,2.58,0.23,1.0,
SPX,20040426,1140.37,1135.53,1145.08,1132.91,1140.6,-5.07,-0.44,1.07,
SPX,20040423,1139.93,1140.6,1141.75,1134.89,1139.93,0.67,0.06,0.6,
SPX,20040422,1124.09,1139.93,1142.77,1121.92,1124.09,15.84,1.41,1.85,
SPX,20040421,1118.15,1124.09,1125.72,1116.03,1118.15,5.94,0.53,0.87,
SPX,20040420,1135.82,1118.15,1139.26,1118.09,1135.82,-17.67,-1.56,1.86,
SPX,20040419,1134.56,1135.82,1136.18,1129.84,1134.61,1.21,0.11,0.56,
SPX,20040416,1129.65,1134.61,1136.8,1126.79,1128.84,5.78,0.51,0.89,
SPX,20040415,1128.17,1128.84,1134.08,1120.75,1128.17,0.67,0.06,1.18,
SPX,20040414,1129.44,1128.17,1132.52,1122.15,1129.44,-1.27,-0.11,0.92,
SPX,20040413,1145.2,1129.44,1147.81,1127.7,1145.2,-15.76,-1.38,1.76,
SPX,20040412,1139.87,1145.2,1147.29,1139.32,1139.32,5.89,0.52,0.7,
SPX,20040408,1140.53,1139.32,1148.97,1134.52,1140.53,-1.21,-0.11,1.27,
SPX,20040407,1148.16,1140.53,1148.16,1138.41,1148.16,-7.63,-0.66,0.85,
SPX,20040406,1150.57,1148.16,1150.57,1143.3,1150.57,-2.41,-0.21,0.63,
SPX,20040405,1141.81,1150.57,1150.57,1141.64,1141.81,8.76,0.77,0.78,
SPX,20040402,1135.87,1141.81,1144.81,1132.17,1132.17,9.64,0.85,1.12,
SPX,20040401,1126.2,1132.17,1135.67,1126.2,1126.21,5.96,0.53,0.84,
SPX,20040528,1121.37,1120.68,1122.69,1118.1,1121.28,-0.59,-0.05,0.41,
SPX,20040527,1114.94,1121.28,1123.95,1114.86,1114.94,6.33,0.57,0.82,
SPX,20040526,1112.37,1114.94,1116.71,1109.91,1113.05,1.9,0.17,0.61,
SPX,20040525,1095.41,1113.05,1113.8,1090.74,1095.41,17.64,1.61,2.11,
SPX,20040524,1093.56,1095.41,1101.71,1091.77,1093.56,1.85,0.17,0.91,
SPX,20040521,1090.69,1093.56,1099.7,1089.19,1089.19,4.37,0.4,0.96,
SPX,20040520,1089.08,1089.19,1092.62,1085.43,1088.68,0.5,0.05,0.66,
SPX,20040519,1091.49,1088.68,1105.93,1088.49,1091.49,-2.81,-0.26,1.6,
SPX,20040518,1084.1,1091.49,1094.14,1084.1,1084.1,7.39,0.68,0.93,
SPX,20040517,1095.7,1084.1,1095.7,1079.36,1095.7,-11.6,-1.06,1.49,
SPX,20040514,1096.44,1095.7,1102.37,1088.24,1096.44,-0.74,-0.07,1.29,
SPX,20040513,1097.28,1096.44,1102.77,1091.76,1097.28,-0.85,-0.08,1.0,
SPX,20040512,1094.47,1097.28,1097.55,1076.32,1095.45,1.83,0.17,1.94,
SPX,20040511,1088.14,1095.45,1095.69,1087.12,1087.12,8.33,0.77,0.79,
SPX,20040510,1098.7,1087.12,1098.7,1079.63,1098.7,-11.58,-1.05,1.74,
SPX,20040507,1113.99,1098.7,1117.33,1098.63,1113.99,-15.29,-1.37,1.68,
SPX,20040506,1121.53,1113.99,1121.53,1106.3,1121.53,-7.54,-0.67,1.36,
SPX,20040505,1119.55,1121.53,1125.07,1117.86,1119.55,1.98,0.18,0.64,
SPX,20040504,1117.49,1119.55,1127.74,1112.89,1117.49,2.06,0.18,1.33,
SPX,20040503,1107.3,1117.49,1118.72,1107.3,1107.3,10.19,0.92,1.03,
SPX,20040630,1136.2,1140.84,1144.22,1133.62,1136.2,4.63,0.41,0.93,
SPX,20040629,1133.35,1136.2,1138.26,1131.81,1133.35,2.86,0.25,0.57,
SPX,20040628,1134.43,1133.35,1142.6,1131.62,1134.43,-1.09,-0.1,0.97,
SPX,20040625,1140.65,1134.43,1145.97,1134.24,1140.65,-6.22,-0.55,1.03,
SPX,20040624,1143.76,1140.65,1146.34,1139.94,1144.06,-3.41,-0.3,0.56,
SPX,20040623,1134.12,1144.06,1145.16,1131.73,1134.41,9.65,0.85,1.18,
SPX,20040622,1130.3,1134.41,1135.05,1124.37,1130.3,4.11,0.36,0.94,
SPX,20040621,1135.43,1130.3,1138.05,1129.64,1135.02,-4.72,-0.42,0.74,
SPX,20040618,1132.05,1135.02,1139.08,1129.82,1132.05,2.97,0.26,0.82,
SPX,20040617,1133.56,1132.05,1133.56,1126.88,1133.56,-1.51,-0.13,0.59,
SPX,20040616,1132.01,1133.56,1135.28,1130.55,1132.01,1.55,0.14,0.42,
SPX,20040615,1126.55,1132.01,1137.36,1125.29,1125.29,6.72,0.6,1.07,
SPX,20040614,1136.47,1125.29,1136.47,1122.16,1136.47,-11.18,-0.98,1.26,
SPX,20040610,1131.33,1136.47,1136.47,1131.33,1131.33,5.15,0.45,0.45,
SPX,20040609,1141.09,1131.33,1142.18,1131.16,1142.18,-10.86,-0.95,0.96,
SPX,20040608,1139.23,1142.18,1142.18,1135.45,1140.42,1.76,0.15,0.59,
SPX,20040607,1122.5,1140.42,1140.54,1122.5,1122.5,17.91,1.6,1.61,
SPX,20040604,1116.65,1122.5,1129.17,1116.64,1116.64,5.86,0.53,1.12,
SPX,20040603,1124.99,1116.64,1125.31,1116.56,1124.99,-8.35,-0.74,0.78,
SPX,20040602,1121.2,1124.99,1128.1,1118.64,1121.2,3.79,0.34,0.84,
SPX,20040601,1119.48,1121.2,1122.7,1113.32,1120.68,0.51,0.05,0.84,
SPX,20040730,1100.37,1101.72,1103.73,1096.96,1100.43,1.29,0.12,0.62,
SPX,20040729,1097.09,1100.43,1103.71,1095.42,1095.42,5.0,0.46,0.76,
SPX,20040728,1093.88,1095.42,1098.84,1082.17,1094.83,0.6,0.05,1.52,
SPX,20040727,1084.07,1094.83,1096.65,1084.07,1084.07,10.76,0.99,1.16,
SPX,20040726,1086.2,1084.07,1089.82,1078.78,1086.2,-2.14,-0.2,1.02,
SPX,20040723,1096.85,1086.2,1096.84,1083.49,1096.84,-10.64,-0.97,1.22,
SPX,20040722,1093.87,1096.84,1099.69,1084.16,1093.88,2.96,0.27,1.42,
SPX,20040721,1108.67,1093.88,1116.27,1093.88,1108.67,-14.78,-1.33,2.02,
SPX,20040720,1100.9,1108.67,1108.88,1099.1,1100.9,7.76,0.7,0.89,
SPX,20040719,1101.39,1100.9,1105.52,1096.55,1101.39,-0.49,-0.04,0.81,
SPX,20040716,1106.69,1101.39,1112.17,1101.07,1106.69,-5.29,-0.48,1.0,
SPX,20040715,1111.47,1106.69,1114.67,1106.6,1111.47,-4.78,-0.43,0.73,
SPX,20040714,1115.14,1111.47,1119.6,1107.83,1115.14,-3.67,-0.33,1.06,
SPX,20040713,1114.87,1115.14,1116.3,1112.99,1114.35,0.78,0.07,0.3,
SPX,20040712,1111.57,1114.35,1116.11,1106.71,1112.81,1.54,0.14,0.84,
SPX,20040709,1109.11,1112.81,1115.57,1109.11,1109.11,3.71,0.33,0.58,
SPX,20040708,1116.72,1109.11,1119.12,1108.72,1118.33,-9.22,-0.82,0.93,
SPX,20040707,1116.21,1118.33,1122.37,1114.92,1116.21,2.12,0.19,0.67,
SPX,20040706,1123.58,1116.21,1125.38,1113.21,1125.38,-9.17,-0.81,1.08,
SPX,20040702,1128.94,1125.38,1129.18,1123.26,1128.94,-3.56,-0.32,0.52,
SPX,20040701,1140.84,1128.94,1140.84,1123.06,1140.84,-11.89,-1.04,1.56,
SPX,20040831,1099.15,1104.24,1104.24,1094.72,1099.15,5.08,0.46,0.87,
SPX,20040830,1107.77,1099.15,1107.77,1099.15,1107.77,-8.61,-0.78,0.78,
SPX,20040827,1105.09,1107.77,1109.68,1104.61,1105.09,2.68,0.24,0.46,
SPX,20040826,1104.26,1105.09,1106.78,1102.43,1104.96,0.13,0.01,0.39,
SPX,20040825,1096.19,1104.96,1106.29,1093.24,1096.19,8.77,0.8,1.19,
SPX,20040824,1096.47,1096.19,1100.94,1092.82,1095.68,0.51,0.05,0.74,
SPX,20040823,1098.35,1095.68,1101.4,1094.73,1098.35,-2.67,-0.24,0.61,
SPX,20040820,1091.23,1098.35,1100.26,1089.57,1091.23,7.12,0.65,0.98,
SPX,20040819,1094.99,1091.23,1095.17,1086.28,1095.17,-3.94,-0.36,0.81,
SPX,20040818,1081.71,1095.17,1095.17,1078.93,1081.71,13.46,1.24,1.5,
SPX,20040817,1079.34,1081.71,1086.96,1079.34,1079.34,2.37,0.22,0.71,
SPX,20040816,1064.8,1079.34,1080.66,1064.8,1064.8,14.54,1.37,1.49,
SPX,20040813,1063.23,1064.8,1075.79,1062.82,1063.23,1.57,0.15,1.22,
SPX,20040812,1075.79,1063.23,1075.79,1062.82,1075.79,-12.56,-1.17,1.21,
SPX,20040811,1079.04,1075.79,1079.04,1065.92,1079.04,-3.24,-0.3,1.22,
SPX,20040810,1066.22,1079.04,1079.04,1065.22,1065.22,13.82,1.3,1.3,
SPX,20040809,1064.8,1065.22,1069.46,1063.97,1063.97,1.25,0.12,0.52,
SPX,20040806,1080.7,1063.97,1080.7,1062.23,1080.7,-16.73,-1.55,1.71,
SPX,20040805,1098.63,1080.7,1098.83,1079.98,1098.63,-17.93,-1.63,1.72,
SPX,20040804,1099.69,1098.63,1102.45,1092.4,1099.69,-1.05,-0.1,0.91,
SPX,20040803,1106.62,1099.69,1106.62,1099.2,1106.62,-6.93,-0.63,0.67,
SPX,20040802,1101.72,1106.62,1108.6,1097.34,1101.72,4.9,0.44,1.02,
SPX,20040930,1114.8,1114.58,1116.31,1109.61,1114.8,-0.22,-0.02,0.6,
SPX,20040929,1109.89,1114.8,1114.8,1107.36,1110.06,4.75,0.43,0.67,
SPX,20040928,1103.52,1110.06,1111.77,1101.29,1103.52,6.54,0.59,0.95,
SPX,20040927,1109.05,1103.52,1110.11,1103.24,1110.11,-6.59,-0.59,0.62,
SPX,20040924,1108.36,1110.11,1113.81,1108.36,1108.36,1.75,0.16,0.49,
SPX,20040923,1113.56,1108.36,1113.61,1108.05,1113.56,-5.2,-0.47,0.5,
SPX,20040922,1126.72,1113.56,1129.3,1112.67,1129.3,-15.74,-1.39,1.47,
SPX,20040921,1122.83,1129.3,1131.54,1122.2,1122.2,7.1,0.63,0.83,
SPX,20040920,1128.55,1122.2,1128.55,1120.34,1128.55,-6.35,-0.56,0.73,
SPX,20040917,1123.5,1128.55,1130.48,1123.5,1123.5,5.04,0.45,0.62,
SPX,20040916,1120.37,1123.5,1126.06,1120.37,1120.37,3.14,0.28,0.51,
SPX,20040915,1128.33,1120.37,1128.33,1119.74,1128.33,-7.96,-0.71,0.76,
SPX,20040914,1125.82,1128.33,1129.46,1124.72,1125.82,2.51,0.22,0.42,
SPX,20040913,1123.92,1125.82,1129.78,1123.35,1123.92,1.9,0.17,0.57,
SPX,20040910,1118.49,1123.92,1125.26,1114.39,1118.38,5.53,0.49,0.97,
SPX,20040909,1116.27,1118.38,1121.3,1113.62,1116.27,2.12,0.19,0.69,
SPX,20040908,1121.3,1116.27,1123.05,1116.27,1121.3,-5.03,-0.45,0.6,
SPX,20040907,1113.63,1121.3,1124.08,1113.63,1113.63,7.67,0.69,0.94,
SPX,20040903,1116.09,1113.63,1120.8,1113.57,1118.31,-4.68,-0.42,0.65,
SPX,20040902,1105.6,1118.31,1119.11,1105.6,1105.91,12.4,1.12,1.22,
SPX,20040901,1104.24,1105.91,1109.25,1099.11,1104.24,1.67,0.15,0.92,
SPX,20041029,1127.44,1130.2,1131.44,1124.62,1127.44,2.76,0.25,0.6,
SPX,20041028,1124.75,1127.44,1130.67,1120.57,1125.4,2.03,0.18,0.9,
SPX,20041027,1110.28,1125.4,1126.29,1107.43,1111.09,14.31,1.29,1.7,
SPX,20041026,1094.81,1111.09,1111.1,1094.81,1094.81,16.28,1.49,1.49,
SPX,20041025,1095.15,1094.81,1096.81,1090.19,1095.74,-0.93,-0.08,0.6,
SPX,20041022,1106.49,1095.74,1108.32,1095.29,1106.49,-10.75,-0.97,1.18,
SPX,20041021,1104.42,1106.49,1108.96,1098.47,1103.66,2.83,0.26,0.95,
SPX,20041020,1103.23,1103.66,1104.09,1094.25,1103.23,0.43,0.04,0.89,
SPX,20041019,1114.02,1103.23,1118.03,1103.15,1114.02,-10.79,-0.97,1.34,
SPX,20041018,1108.2,1114.02,1114.46,1103.33,1108.2,5.82,0.53,1.0,
SPX,20041015,1103.29,1108.2,1113.17,1102.14,1103.29,4.91,0.44,1.0,
SPX,20041014,1113.65,1103.29,1114.97,1102.06,1113.65,-10.36,-0.93,1.16,
SPX,20041013,1121.84,1113.65,1127.01,1109.63,1121.84,-8.2,-0.73,1.55,
SPX,20041012,1122.94,1121.84,1124.39,1115.77,1124.39,-2.54,-0.23,0.77,
SPX,20041011,1122.14,1124.39,1126.2,1122.14,1122.14,2.25,0.2,0.36,
SPX,20041008,1129.83,1122.14,1132.92,1120.19,1130.65,-8.51,-0.75,1.13,
SPX,20041007,1142.05,1130.65,1142.05,1130.46,1142.05,-11.4,-1.0,1.01,
SPX,20041006,1134.16,1142.05,1142.05,1132.94,1134.48,7.57,0.67,0.8,
SPX,20041005,1134.81,1134.48,1137.97,1132.03,1135.17,-0.68,-0.06,0.52,
SPX,20041004,1131.5,1135.17,1140.19,1131.5,1131.5,3.67,0.32,0.77,
SPX,20041001,1114.58,1131.5,1131.64,1114.58,1114.58,16.92,1.52,1.53,
SPX,20041130,1178.57,1173.82,1178.66,1173.81,1178.57,-4.75,-0.4,0.41,
SPX,20041129,1182.65,1178.57,1186.94,1172.37,1182.65,-4.08,-0.34,1.23,
SPX,20041126,1181.76,1182.65,1186.62,1181.08,1181.76,0.89,0.08,0.47,
SPX,20041124,1176.94,1181.76,1182.46,1176.94,1176.94,4.82,0.41,0.47,
SPX,20041123,1176.63,1176.94,1179.52,1171.41,1177.24,-0.3,-0.03,0.69,
SPX,20041122,1170.34,1177.24,1178.18,1167.89,1170.34,6.9,0.59,0.88,
SPX,20041119,1183.55,1170.34,1184.0,1169.17,1183.55,-13.21,-1.12,1.25,
SPX,20041118,1181.78,1183.55,1184.9,1180.09,1181.94,1.6,0.14,0.41,
SPX,20041117,1175.43,1181.94,1188.46,1175.43,1175.43,6.51,0.55,1.11,
SPX,20041116,1183.81,1175.43,1183.81,1175.32,1183.81,-8.38,-0.71,0.72,
SPX,20041115,1183.81,1183.81,1184.48,1179.85,1184.17,-0.36,-0.03,0.39,
SPX,20041112,1173.48,1184.17,1184.17,1171.39,1173.48,10.7,0.91,1.09,
SPX,20041111,1162.91,1173.48,1174.82,1162.91,1162.91,10.57,0.91,1.02,
SPX,20041110,1164.08,1162.91,1169.35,1162.51,1164.08,-1.17,-0.1,0.59,
SPX,20041109,1164.89,1164.08,1168.97,1162.48,1164.89,-0.8,-0.07,0.56,
SPX,20041108,1166.17,1164.89,1166.86,1162.32,1166.17,-1.29,-0.11,0.39,
SPX,20041105,1163.04,1166.17,1170.87,1160.36,1161.67,4.5,0.39,0.9,
SPX,20041104,1143.2,1161.67,1161.67,1142.34,1143.2,18.47,1.62,1.69,
SPX,20041103,1130.54,1143.2,1147.6,1130.54,1130.54,12.65,1.12,1.51,
SPX,20041102,1130.51,1130.54,1140.48,1128.12,1130.51,0.04,0.0,1.09,
SPX,20041101,1130.26,1130.51,1133.43,1127.53,1130.2,0.31,0.03,0.52,
SPX,20041231,1213.55,1211.92,1217.33,1211.65,1213.55,-1.64,-0.13,0.47,
SPX,20041230,1213.45,1213.55,1216.47,1213.41,1213.45,0.11,0.01,0.25,
SPX,20041229,1212.72,1213.45,1213.95,1210.95,1213.54,-0.1,-0.01,0.25,
SPX,20041228,1204.92,1213.54,1213.54,1204.92,1204.92,8.63,0.72,0.72,
SPX,20041227,1210.13,1204.92,1214.17,1204.92,1210.13,-5.21,-0.43,0.76,
SPX,20041223,1209.57,1210.13,1213.66,1208.71,1209.57,0.56,0.05,0.41,
SPX,20041222,1205.45,1209.57,1211.42,1203.81,1205.45,4.11,0.34,0.63,
SPX,20041221,1194.65,1205.45,1205.93,1194.65,1194.65,10.8,0.9,0.94,
SPX,20041220,1194.2,1194.65,1203.64,1193.36,1194.22,0.43,0.04,0.86,
SPX,20041217,1202.26,1194.22,1203.21,1193.44,1203.21,-8.99,-0.75,0.81,
SPX,20041216,1205.72,1203.21,1207.97,1198.41,1205.72,-2.51,-0.21,0.79,
SPX,20041215,1203.09,1205.72,1206.61,1199.44,1203.38,2.34,0.19,0.6,
SPX,20041214,1198.68,1203.38,1205.29,1197.84,1198.68,4.7,0.39,0.62,
SPX,20041213,1189.87,1198.68,1198.77,1188.0,1188.0,10.68,0.9,0.91,
SPX,20041210,1187.45,1188.0,1191.45,1185.24,1189.24,-1.24,-0.1,0.52,
SPX,20041209,1181.18,1189.24,1190.51,1173.76,1182.81,6.43,0.54,1.42,
SPX,20041208,1177.07,1182.81,1184.05,1176.8,1177.07,5.74,0.49,0.62,
SPX,20041207,1190.44,1177.07,1192.19,1177.07,1190.25,-13.18,-1.11,1.27,
SPX,20041206,1190.84,1190.25,1192.41,1185.18,1191.17,-0.92,-0.08,0.61,
SPX,20041203,1190.33,1191.17,1197.46,1187.7,1190.33,0.84,0.07,0.82,
SPX,20041202,1190.68,1190.33,1194.81,1186.66,1191.37,-1.05,-0.09,0.68,
SPX,20041201,1173.78,1191.37,1191.37,1173.78,1173.82,17.55,1.49,1.5,
SPX,20050131,1171.36,1181.27,1182.07,1171.36,1171.36,9.9,0.85,0.91,
SPX,20050128,1174.55,1171.36,1175.63,1166.3,1174.55,-3.19,-0.27,0.79,
SPX,20050127,1173.55,1174.55,1177.5,1170.15,1174.07,0.48,0.04,0.63,
SPX,20050126,1168.41,1174.07,1175.99,1168.41,1168.41,5.66,0.48,0.65,
SPX,20050125,1166.61,1168.41,1174.3,1163.75,1163.75,4.66,0.4,0.91,
SPX,20050124,1168.59,1163.75,1173.17,1163.75,1167.87,-4.11,-0.35,0.81,
SPX,20050121,1175.41,1167.87,1179.55,1167.82,1175.41,-7.54,-0.64,1.0,
SPX,20050120,1184.63,1175.41,1184.63,1173.39,1184.63,-9.22,-0.78,0.95,
SPX,20050119,1195.51,1184.63,1195.98,1184.37,1195.98,-11.35,-0.95,0.97,
SPX,20050118,1183.64,1195.98,1195.98,1180.1,1184.52,11.46,0.97,1.34,
SPX,20050114,1177.45,1184.52,1185.21,1177.45,1177.45,7.07,0.6,0.66,
SPX,20050113,1187.64,1177.45,1187.7,1175.61,1187.7,-10.25,-0.86,1.02,
SPX,20050112,1182.99,1187.7,1187.98,1175.64,1182.99,4.71,0.4,1.04,
SPX,20050111,1190.25,1182.99,1190.25,1180.43,1190.25,-7.25,-0.61,0.83,
SPX,20050110,1186.19,1190.25,1194.78,1184.8,1186.19,4.05,0.34,0.84,
SPX,20050107,1187.89,1186.19,1192.2,1182.11,1187.89,-1.69,-0.14,0.85,
SPX,20050106,1183.74,1187.89,1191.63,1183.23,1183.74,4.15,0.35,0.71,
SPX,20050105,1188.05,1183.74,1192.75,1183.72,1188.05,-4.31,-0.36,0.76,
SPX,20050104,1202.08,1188.05,1205.84,1185.39,1202.08,-14.04,-1.17,1.7,
SPX,20050103,1213.43,1202.08,1217.9,1200.3,1211.92,-9.83,-0.81,1.45,
SPX,20050228,1211.37,1203.6,1211.37,1198.13,1211.37,-7.77,-0.64,1.09,
SPX,20050225,1200.17,1211.37,1212.15,1199.61,1200.2,11.17,0.93,1.04,
SPX,20050224,1190.8,1200.2,1200.42,1187.8,1190.8,9.4,0.79,1.06,
SPX,20050223,1185.48,1190.8,1193.52,1184.16,1184.16,6.64,0.56,0.79,
SPX,20050222,1201.59,1184.16,1202.48,1184.16,1201.59,-17.42,-1.45,1.52,
SPX,20050218,1201.08,1201.59,1202.92,1197.35,1200.75,0.83,0.07,0.46,
SPX,20050217,1210.34,1200.75,1211.33,1200.74,1210.34,-9.59,-0.79,0.87,
SPX,20050216,1210.12,1210.34,1212.44,1205.52,1210.12,0.21,0.02,0.57,
SPX,20050215,1206.14,1210.12,1212.44,1205.52,1206.14,3.98,0.33,0.57,
SPX,20050214,1205.3,1206.14,1206.93,1203.59,1205.3,0.84,0.07,0.28,
SPX,20050211,1197.01,1205.3,1208.38,1193.28,1197.01,8.3,0.69,1.26,
SPX,20050210,1192.64,1197.01,1198.75,1191.54,1191.99,5.02,0.42,0.6,
SPX,20050209,1202.3,1191.99,1203.83,1191.54,1202.3,-10.31,-0.86,1.02,
SPX,20050208,1201.33,1202.3,1205.11,1200.16,1201.72,0.58,0.05,0.41,
SPX,20050207,1203.03,1201.72,1204.15,1199.27,1203.03,-1.31,-0.11,0.41,
SPX,20050204,1189.83,1203.03,1203.47,1189.67,1189.89,13.14,1.1,1.16,
SPX,20050203,1193.19,1189.89,1193.19,1185.63,1193.19,-3.29,-0.28,0.63,
SPX,20050202,1189.41,1193.19,1195.25,1188.92,1189.41,3.78,0.32,0.53,
SPX,20050201,1181.27,1189.41,1190.39,1180.95,1181.27,8.14,0.69,0.8,
SPX,20050331,1181.36,1180.59,1184.53,1179.49,1181.41,-0.82,-0.07,0.43,
SPX,20050330,1166.06,1181.41,1181.54,1165.36,1165.36,16.05,1.38,1.39,
SPX,20050329,1174.3,1165.36,1179.39,1163.69,1174.28,-8.92,-0.76,1.34,
SPX,20050328,1171.4,1174.28,1179.91,1171.42,1171.42,2.86,0.24,0.72,
SPX,20050324,1172.55,1171.42,1180.11,1171.42,1172.53,-1.11,-0.09,0.74,
SPX,20050323,1171.75,1172.53,1176.26,1168.7,1171.71,0.82,0.07,0.65,
SPX,20050322,1183.78,1171.71,1189.59,1171.63,1183.78,-12.07,-1.02,1.52,
SPX,20050321,1189.65,1183.78,1189.65,1178.82,1189.65,-5.86,-0.49,0.91,
SPX,20050318,1190.21,1189.65,1191.98,1182.78,1190.21,-0.56,-0.05,0.77,
SPX,20050317,1188.07,1190.21,1193.28,1186.34,1188.07,2.13,0.18,0.58,
SPX,20050316,1197.11,1188.07,1197.75,1185.61,1197.75,-9.68,-0.81,1.01,
SPX,20050315,1206.83,1197.75,1210.54,1197.75,1206.83,-9.08,-0.75,1.06,
SPX,20050314,1200.46,1206.83,1206.83,1199.51,1200.08,6.75,0.56,0.61,
SPX,20050311,1209.25,1200.08,1213.04,1198.15,1209.25,-9.17,-0.76,1.23,
SPX,20050310,1207.48,1209.25,1211.23,1201.41,1207.01,2.24,0.19,0.81,
SPX,20050309,1219.43,1207.01,1219.43,1206.66,1219.43,-12.42,-1.02,1.05,
SPX,20050308,1224.84,1219.43,1225.69,1218.57,1225.31,-5.89,-0.48,0.58,
SPX,20050307,1222.12,1225.31,1229.11,1222.12,1222.12,3.19,0.26,0.57,
SPX,20050304,1210.47,1222.12,1224.76,1210.47,1210.47,11.65,0.96,1.18,
SPX,20050303,1210.08,1210.47,1215.72,1204.45,1210.08,0.39,0.03,0.93,
SPX,20050302,1210.41,1210.08,1215.79,1204.22,1210.41,-0.33,-0.03,0.96,
SPX,20050301,1204.72,1210.41,1212.25,1203.6,1203.6,6.81,0.57,0.72,
