ts_code,symbol,name,area,industry,fullname,market,exchange,list_status,list_date
003006.SZ,003006,百亚股份,重庆,造纸,重庆百亚卫生用品股份有限公司,主板,SZSE,L,2020-09-21
003007.SZ,003007,直真科技,北京,软件服务,北京直真科技股份有限公司,主板,SZSE,L,2020-09-23
003008.SZ,003008,开普检测,河南,电气设备,许昌开普检测研究院股份有限公司,主板,SZSE,L,2020-09-23
003009.SZ,003009,中天火箭,陕西,航空,陕西中天火箭技术股份有限公司,主板,SZSE,L,2020-09-25
003010.SZ,003010,若羽臣,广东,互联网,广州若羽臣科技股份有限公司,主板,SZSE,L,2020-09-25
003011.SZ,003011,海象新材,浙江,家居用品,浙江海象新材料股份有限公司,主板,SZSE,L,2020-09-30
003012.SZ,003012,东鹏控股,广东,陶瓷,广东东鹏控股股份有限公司,主板,SZSE,L,2020-10-19
003013.SZ,003013,地铁设计,广东,建筑工程,广州地铁设计研究院股份有限公司,主板,SZSE,L,2020-10-22
003015.SZ,003015,日久光电,江苏,元器件,江苏日久光电股份有限公司,主板,SZSE,L,2020-10-21
003016.SZ,003016,欣贺股份,福建,服饰,欣贺股份有限公司,主板,SZSE,L,2020-10-26
003017.SZ,003017,大洋生物,浙江,化工原料,浙江大洋生物科技集团股份有限公司,主板,SZSE,L,2020-10-26
003018.SZ,003018,金富科技,广东,塑料,金富科技股份有限公司,主板,SZSE,L,2020-11-06
003019.SZ,003019,宸展光电,福建,元器件,宸展光电(厦门)股份有限公司,主板,SZSE,L,2020-11-17
003020.SZ,003020,立方制药,安徽,化学制药,合肥立方制药股份有限公司,主板,SZSE,L,2020-12-15
003021.SZ,003021,兆威机电,深圳,元器件,深圳市兆威机电股份有限公司,主板,SZSE,L,2020-12-04
003022.SZ,003022,联泓新科,山东,化工原料,联泓新材料科技股份有限公司,主板,SZSE,L,2020-12-08
003023.SZ,003023,彩虹集团,四川,家用电器,成都彩虹电器(集团)股份有限公司,主板,SZSE,L,2020-12-11
003025.SZ,003025,思进智能,浙江,机床制造,思进智能成形装备股份有限公司,主板,SZSE,L,2020-12-11
003026.SZ,003026,中晶科技,浙江,半导体,浙江中晶科技股份有限公司,主板,SZSE,L,2020-12-18
003027.SZ,003027,同兴环保,安徽,环境保护,同兴环保科技股份有限公司,主板,SZSE,L,2020-12-18
003028.SZ,003028,振邦智能,深圳,元器件,深圳市振邦智能科技股份有限公司,主板,SZSE,L,2020-12-28
003029.SZ,003029,吉大正元,吉林,软件服务,长春吉大正元信息技术股份有限公司,主板,SZSE,L,2020-12-24
003030.SZ,003030,祖名股份,浙江,食品,祖名豆制品股份有限公司,主板,SZSE,L,2021-01-06
003031.SZ,003031,中瓷电子,河北,元器件,河北中瓷电子科技股份有限公司,主板,SZSE,L,2021-01-04
003032.SZ,003032,传智教育,江苏,文教休闲,江苏传智播客教育科技股份有限公司,主板,SZSE,L,2021-01-12
003033.SZ,003033,征和工业,山东,汽车配件,青岛征和工业股份有限公司,主板,SZSE,L,2021-01-11
003035.SZ,003035,南网能源,广东,新型电力,南方电网综合能源股份有限公司,主板,SZSE,L,2021-01-19
003036.SZ,003036,泰坦股份,浙江,纺织机械,浙江泰坦股份有限公司,主板,SZSE,L,2021-01-28
003037.SZ,003037,三和管桩,广东,水泥,广东三和管桩股份有限公司,主板,SZSE,L,2021-02-04
003038.SZ,003038,鑫铂股份,安徽,铝,安徽鑫铂铝业股份有限公司,主板,SZSE,L,2021-02-10
003039.SZ,003039,顺控发展,广东,水务,广东顺控发展股份有限公司,主板,SZSE,L,2021-03-08
003040.SZ,003040,楚天龙,广东,通信设备,楚天龙股份有限公司,主板,SZSE,L,2021-03-22
003041.SZ,003041,真爱美家,浙江,纺织,浙江真爱美家股份有限公司,主板,SZSE,L,2021-04-06
003042.SZ,003042,中农联合,山东,农药化肥,山东中农联合生物科技股份有限公司,主板,SZSE,L,2021-04-06
003043.SZ,003043,华亚智能,江苏,半导体,苏州华亚智能科技股份有限公司,主板,SZSE,L,2021-04-06
003816.SZ,003816,中国广核,深圳,新型电力,中国广核电力股份有限公司,主板,SZSE,L,2019-08-26
300001.SZ,300001,特锐德,山东,电气设备,青岛特锐德电气股份有限公司,创业板,SZSE,L,2009-10-30
300002.SZ,300002,神州泰岳,北京,互联网,北京神州泰岳软件股份有限公司,创业板,SZSE,L,2009-10-30
300003.SZ,300003,乐普医疗,北京,医疗保健,乐普(北京)医疗器械股份有限公司,创业板,SZSE,L,2009-10-30
300004.SZ,300004,南风股份,广东,电气设备,南方风机股份有限公司,创业板,SZSE,L,2009-10-30
300005.SZ,300005,探路者,北京,服饰,探路者控股集团股份有限公司,创业板,SZSE,L,2009-10-30
300006.SZ,300006,莱美药业,重庆,化学制药,重庆莱美药业股份有限公司,创业板,SZSE,L,2009-10-30
300007.SZ,300007,汉威科技,河南,电器仪表,汉威科技集团股份有限公司,创业板,SZSE,L,2009-10-30
300008.SZ,300008,天海防务,上海,船舶,天海融合防务装备技术股份有限公司,创业板,SZSE,L,2009-10-30
300009.SZ,300009,安科生物,安徽,生物制药,安徽安科生物工程(集团)股份有限公司,创业板,SZSE,L,2009-10-30
300010.SZ,300010,*ST豆神,北京,软件服务,豆神教育科技(北京)股份有限公司,创业板,SZSE,L,2009-10-30
300011.SZ,300011,鼎汉技术,北京,运输设备,北京鼎汉技术集团股份有限公司,创业板,SZSE,L,2009-10-30
300012.SZ,300012,华测检测,深圳,电器仪表,华测检测认证集团股份有限公司,创业板,SZSE,L,2009-10-30
300013.SZ,300013,*ST新宁,河南,仓储物流,河南新宁现代物流股份有限公司,创业板,SZSE,L,2009-10-30
300014.SZ,300014,亿纬锂能,广东,电气设备,惠州亿纬锂能股份有限公司,创业板,SZSE,L,2009-10-30
300015.SZ,300015,爱尔眼科,湖南,医疗保健,爱尔眼科医院集团股份有限公司,创业板,SZSE,L,2009-10-30
300016.SZ,300016,北陆药业,北京,化学制药,北京北陆药业股份有限公司,创业板,SZSE,L,2009-10-30
300017.SZ,300017,网宿科技,上海,软件服务,网宿科技股份有限公司,创业板,SZSE,L,2009-10-30
300018.SZ,300018,中元股份,湖北,电气设备,武汉中元华电科技股份有限公司,创业板,SZSE,L,2009-10-30
300019.SZ,300019,硅宝科技,四川,化工原料,成都硅宝科技股份有限公司,创业板,SZSE,L,2009-10-30
300020.SZ,300020,*ST银江,浙江,软件服务,银江技术股份有限公司,创业板,SZSE,L,2009-10-30
300021.SZ,300021,大禹节水,甘肃,建筑工程,大禹节水集团股份有限公司,创业板,SZSE,L,2009-10-30
300022.SZ,300022,吉峰科技,四川,农用机械,吉峰三农科技服务股份有限公司,创业板,SZSE,L,2009-10-30
300024.SZ,300024,机器人,辽宁,专用机械,沈阳新松机器人自动化股份有限公司,创业板,SZSE,L,2009-10-30
300025.SZ,300025,华星创业,浙江,通信设备,杭州华星创业通信技术股份有限公司,创业板,SZSE,L,2009-10-30
300026.SZ,300026,红日药业,天津,中成药,天津红日药业股份有限公司,创业板,SZSE,L,2009-10-30
300027.SZ,300027,华谊兄弟,浙江,影视音像,华谊兄弟传媒股份有限公司,创业板,SZSE,L,2009-10-30
300029.SZ,300029,ST天龙,江苏,电气设备,江苏华盛天龙光电设备股份有限公司,创业板,SZSE,L,2009-12-25
300030.SZ,300030,阳普医疗,广东,医疗保健,阳普医疗科技股份有限公司,创业板,SZSE,L,2009-12-25
300031.SZ,300031,宝通科技,江苏,互联网,无锡宝通科技股份有限公司,创业板,SZSE,L,2009-12-25
300032.SZ,300032,金龙机电,浙江,元器件,金龙机电股份有限公司,创业板,SZSE,L,2009-12-25
300033.SZ,300033,同花顺,浙江,软件服务,浙江核新同花顺网络信息股份有限公司,创业板,SZSE,L,2009-12-25
300034.SZ,300034,钢研高纳,北京,航空,北京钢研高纳科技股份有限公司,创业板,SZSE,L,2009-12-25
300035.SZ,300035,中科电气,湖南,电气设备,湖南中科电气股份有限公司,创业板,SZSE,L,2009-12-25
300036.SZ,300036,超图软件,北京,软件服务,北京超图软件股份有限公司,创业板,SZSE,L,2009-12-25
300037.SZ,300037,新宙邦,深圳,化工原料,深圳新宙邦科技股份有限公司,创业板,SZSE,L,2010-01-08
300039.SZ,300039,上海凯宝,上海,中成药,上海凯宝药业股份有限公司,创业板,SZSE,L,2010-01-08
300040.SZ,300040,九洲集团,黑龙江,电气设备,哈尔滨九洲集团股份有限公司,创业板,SZSE,L,2010-01-08
300041.SZ,300041,回天新材,湖北,化工原料,湖北回天新材料股份有限公司,创业板,SZSE,L,2010-01-08
300042.SZ,300042,朗科科技,深圳,IT设备,深圳市朗科科技股份有限公司,创业板,SZSE,L,2010-01-08
300043.SZ,300043,星辉娱乐,广东,互联网,星辉互动娱乐股份有限公司,创业板,SZSE,L,2010-01-20
300044.SZ,300044,赛为智能,深圳,软件服务,深圳市赛为智能股份有限公司,创业板,SZSE,L,2010-01-20
300045.SZ,300045,华力创通,北京,IT设备,北京华力创通科技股份有限公司,创业板,SZSE,L,2010-01-20
300046.SZ,300046,台基股份,湖北,半导体,湖北台基半导体股份有限公司,创业板,SZSE,L,2010-01-20
300047.SZ,300047,天源迪科,深圳,软件服务,深圳天源迪科信息技术股份有限公司,创业板,SZSE,L,2010-01-20
300048.SZ,300048,合康新能,北京,电气设备,北京合康新能科技股份有限公司,创业板,SZSE,L,2010-01-20
300049.SZ,300049,福瑞股份,内蒙,医疗保健,内蒙古福瑞医疗科技股份有限公司,创业板,SZSE,L,2010-01-20
300050.SZ,300050,世纪鼎利,广东,通信设备,珠海世纪鼎利科技股份有限公司,创业板,SZSE,L,2010-01-20
300051.SZ,300051,琏升科技,江苏,互联网,琏升科技股份有限公司,创业板,SZSE,L,2010-02-11
300052.SZ,300052,中青宝,深圳,互联网,深圳中青宝互动网络股份有限公司,创业板,SZSE,L,2010-02-11
300053.SZ,300053,航宇微,广东,半导体,珠海航宇微科技股份有限公司,创业板,SZSE,L,2010-02-11
300054.SZ,300054,鼎龙股份,湖北,化工原料,湖北鼎龙控股股份有限公司,创业板,SZSE,L,2010-02-11
300055.SZ,300055,万邦达,北京,环境保护,北京万邦达环保技术股份有限公司,创业板,SZSE,L,2010-02-26
300056.SZ,300056,中创环保,福建,环境保护,厦门中创环保科技股份有限公司,创业板,SZSE,L,2010-02-26
300057.SZ,300057,万顺新材,广东,铝,汕头万顺新材集团股份有限公司,创业板,SZSE,L,2010-02-26
300058.SZ,300058,蓝色光标,北京,广告包装,北京蓝色光标数据科技股份有限公司,创业板,SZSE,L,2010-02-26
300059.SZ,300059,东方财富,上海,证券,东方财富信息股份有限公司,创业板,SZSE,L,2010-03-19
300061.SZ,300061,旗天科技,上海,互联网,旗天科技集团股份有限公司,创业板,SZSE,L,2010-03-19
300062.SZ,300062,中能电气,福建,电气设备,中能电气股份有限公司,创业板,SZSE,L,2010-03-19
300063.SZ,300063,天龙集团,广东,互联网,广东天龙科技集团股份有限公司,创业板,SZSE,L,2010-03-26
300065.SZ,300065,海兰信,北京,船舶,北京海兰信数据科技股份有限公司,创业板,SZSE,L,2010-03-26
300066.SZ,300066,三川智慧,江西,电器仪表,三川智慧科技股份有限公司,创业板,SZSE,L,2010-03-26
300067.SZ,300067,安诺其,上海,染料涂料,上海安诺其集团股份有限公司,创业板,SZSE,L,2010-04-21
300068.SZ,300068,南都电源,浙江,电气设备,浙江南都电源动力股份有限公司,创业板,SZSE,L,2010-04-21
300069.SZ,300069,金利华电,山西,电气设备,金利华电气股份有限公司,创业板,SZSE,L,2010-04-21
300070.SZ,300070,碧水源,北京,环境保护,北京碧水源科技股份有限公司,创业板,SZSE,L,2010-04-21
300071.SZ,300071,福石控股,北京,广告包装,北京福石控股发展股份有限公司,创业板,SZSE,L,2010-04-21
300072.SZ,300072,海新能科,北京,环境保护,北京海新能源科技股份有限公司,创业板,SZSE,L,2010-04-27
300073.SZ,300073,当升科技,北京,电气设备,北京当升材料科技股份有限公司,创业板,SZSE,L,2010-04-27
300074.SZ,300074,华平股份,上海,软件服务,华平信息技术股份有限公司,创业板,SZSE,L,2010-04-27
300075.SZ,300075,数字政通,北京,软件服务,北京数字政通科技股份有限公司,创业板,SZSE,L,2010-04-27
300076.SZ,300076,GQY视讯,浙江,IT设备,宁波GQY视讯股份有限公司,创业板,SZSE,L,2010-04-30
300077.SZ,300077,国民技术,深圳,半导体,国民技术股份有限公司,创业板,SZSE,L,2010-04-30
300078.SZ,300078,思创医惠,浙江,软件服务,思创医惠科技股份有限公司,创业板,SZSE,L,2010-04-30
300079.SZ,300079,数码视讯,北京,通信设备,北京数码视讯科技股份有限公司,创业板,SZSE,L,2010-04-30
300080.SZ,300080,易成新能,河南,电气设备,河南易成新能源股份有限公司,创业板,SZSE,L,2010-06-25
300081.SZ,300081,恒信东方,北京,文教休闲,恒信东方文化股份有限公司,创业板,SZSE,L,2010-05-20
300082.SZ,300082,奥克股份,辽宁,化工原料,辽宁奥克化学股份有限公司,创业板,SZSE,L,2010-05-20
300083.SZ,300083,创世纪,广东,机床制造,广东创世纪智能装备集团股份有限公司,创业板,SZSE,L,2010-05-20
300084.SZ,300084,海默科技,甘肃,专用机械,海默科技(集团)股份有限公司,创业板,SZSE,L,2010-05-20
300085.SZ,300085,银之杰,深圳,软件服务,深圳市银之杰科技股份有限公司,创业板,SZSE,L,2010-05-26
300086.SZ,300086,康芝药业,海南,化学制药,康芝药业股份有限公司,创业板,SZSE,L,2010-05-26
300087.SZ,300087,荃银高科,安徽,种植业,安徽荃银高科种业股份有限公司,创业板,SZSE,L,2010-05-26
300088.SZ,300088,长信科技,安徽,元器件,芜湖长信科技股份有限公司,创业板,SZSE,L,2010-05-26
300091.SZ,300091,金通灵,江苏,机械基件,金通灵科技集团股份有限公司,创业板,SZSE,L,2010-06-25
300092.SZ,300092,科新机电,四川,专用机械,四川科新机电股份有限公司,创业板,SZSE,L,2010-07-08
300093.SZ,300093,金刚光伏,甘肃,电气设备,甘肃金刚光伏股份有限公司,创业板,SZSE,L,2010-07-08
300094.SZ,300094,国联水产,广东,渔业,湛江国联水产开发股份有限公司,创业板,SZSE,L,2010-07-08
300095.SZ,300095,华伍股份,江西,电气设备,江西华伍制动器股份有限公司,创业板,SZSE,L,2010-07-28
300096.SZ,300096,ST易联众,福建,软件服务,易联众信息技术股份有限公司,创业板,SZSE,L,2010-07-28
300097.SZ,300097,智云股份,辽宁,专用机械,大连智云自动化装备股份有限公司,创业板,SZSE,L,2010-07-28
300098.SZ,300098,高新兴,广东,软件服务,高新兴科技集团股份有限公司,创业板,SZSE,L,2010-07-28
300099.SZ,300099,尤洛卡,山东,电器仪表,尤洛卡精准信息工程股份有限公司,创业板,SZSE,L,2010-08-06
300100.SZ,300100,双林股份,浙江,汽车服务,宁波双林汽车部件股份有限公司,创业板,SZSE,L,2010-08-06
300101.SZ,300101,振芯科技,四川,通信设备,成都振芯科技股份有限公司,创业板,SZSE,L,2010-08-06
300102.SZ,300102,乾照光电,福建,半导体,厦门乾照光电股份有限公司,创业板,SZSE,L,2010-08-12
300103.SZ,300103,达刚控股,陕西,环境保护,达刚控股集团股份有限公司,创业板,SZSE,L,2010-08-12
300105.SZ,300105,龙源技术,山东,电器仪表,烟台龙源电力技术股份有限公司,创业板,SZSE,L,2010-08-20
300106.SZ,300106,西部牧业,新疆,乳制品,新疆西部牧业股份有限公司,创业板,SZSE,L,2010-08-20
300107.SZ,300107,建新股份,河北,化工原料,河北建新化工股份有限公司,创业板,SZSE,L,2010-08-20
300108.SZ,300108,*ST吉药,吉林,中成药,吉药控股集团股份有限公司,创业板,SZSE,L,2010-08-25
300109.SZ,300109,新开源,河南,化工原料,博爱新开源医疗科技集团股份有限公司,创业板,SZSE,L,2010-08-25
300110.SZ,300110,华仁药业,山东,化学制药,华仁药业股份有限公司,创业板,SZSE,L,2010-08-25
300111.SZ,300111,向日葵,浙江,化学制药,浙江向日葵大健康科技股份有限公司,创业板,SZSE,L,2010-08-27
300112.SZ,300112,万讯自控,深圳,电器仪表,深圳万讯自控股份有限公司,创业板,SZSE,L,2010-08-27
300113.SZ,300113,顺网科技,浙江,互联网,杭州顺网科技股份有限公司,创业板,SZSE,L,2010-08-27
300114.SZ,300114,中航电测,陕西,电器仪表,中航电测仪器股份有限公司,创业板,SZSE,L,2010-08-27
300115.SZ,300115,长盈精密,深圳,元器件,深圳市长盈精密技术股份有限公司,创业板,SZSE,L,2010-09-02
300116.SZ,300116,*ST保力,陕西,电气设备,保力新能源科技股份有限公司,创业板,SZSE,L,2010-09-02
300117.SZ,300117,*ST嘉寓,北京,电气设备,嘉寓控股股份公司,创业板,SZSE,L,2010-09-02
300118.SZ,300118,东方日升,浙江,电气设备,东方日升新能源股份有限公司,创业板,SZSE,L,2010-09-02
300119.SZ,300119,瑞普生物,天津,农业综合,天津瑞普生物技术股份有限公司,创业板,SZSE,L,2010-09-17
300120.SZ,300120,经纬辉开,天津,元器件,天津经纬辉开光电股份有限公司,创业板,SZSE,L,2010-09-17
300121.SZ,300121,阳谷华泰,山东,化工原料,山东阳谷华泰化工股份有限公司,创业板,SZSE,L,2010-09-17
300122.SZ,300122,智飞生物,重庆,生物制药,重庆智飞生物制品股份有限公司,创业板,SZSE,L,2010-09-28
300123.SZ,300123,亚光科技,湖南,半导体,亚光科技集团股份有限公司,创业板,SZSE,L,2010-09-28
300124.SZ,300124,汇川技术,深圳,电器仪表,深圳市汇川技术股份有限公司,创业板,SZSE,L,2010-09-28
300125.SZ,300125,ST聆达,辽宁,电气设备,聆达集团股份有限公司,创业板,SZSE,L,2010-10-13
300126.SZ,300126,锐奇股份,上海,轻工机械,锐奇控股股份有限公司,创业板,SZSE,L,2010-10-13
300127.SZ,300127,银河磁体,四川,矿物制品,成都银河磁体股份有限公司,创业板,SZSE,L,2010-10-13
300128.SZ,300128,锦富技术,江苏,元器件,苏州锦富技术股份有限公司,创业板,SZSE,L,2010-10-13
300129.SZ,300129,泰胜风能,上海,电气设备,上海泰胜风能装备股份有限公司,创业板,SZSE,L,2010-10-19
300130.SZ,300130,新国都,深圳,IT设备,深圳市新国都股份有限公司,创业板,SZSE,L,2010-10-19
300131.SZ,300131,英唐智控,深圳,元器件,深圳市英唐智能控制股份有限公司,创业板,SZSE,L,2010-10-19
300132.SZ,300132,青松股份,福建,化工原料,福建青松股份有限公司,创业板,SZSE,L,2010-10-26
300133.SZ,300133,华策影视,浙江,影视音像,浙江华策影视股份有限公司,创业板,SZSE,L,2010-10-26
300134.SZ,300134,大富科技,安徽,通信设备,大富科技(安徽)股份有限公司,创业板,SZSE,L,2010-10-26
300135.SZ,300135,宝利国际,江苏,化工原料,江苏宝利国际投资股份有限公司,创业板,SZSE,L,2010-10-26
300136.SZ,300136,信维通信,深圳,元器件,深圳市信维通信股份有限公司,创业板,SZSE,L,2010-11-05
300137.SZ,300137,先河环保,河北,环境保护,河北先河环保科技股份有限公司,创业板,SZSE,L,2010-11-05
300138.SZ,300138,晨光生物,河北,食品,晨光生物科技集团股份有限公司,创业板,SZSE,L,2010-11-05
300139.SZ,300139,晓程科技,北京,黄金,北京晓程科技股份有限公司,创业板,SZSE,L,2010-11-12
300140.SZ,300140,节能环境,陕西,环境保护,中节能环境保护股份有限公司,创业板,SZSE,L,2010-11-12
300141.SZ,300141,和顺电气,江苏,电气设备,苏州工业园区和顺电气股份有限公司,创业板,SZSE,L,2010-11-12
300142.SZ,300142,沃森生物,云南,生物制药,云南沃森生物技术股份有限公司,创业板,SZSE,L,2010-11-12
300143.SZ,300143,盈康生命,山东,医疗保健,盈康生命科技股份有限公司,创业板,SZSE,L,2010-12-09
300144.SZ,300144,宋城演艺,浙江,旅游景点,宋城演艺发展股份有限公司,创业板,SZSE,L,2010-12-09
300145.SZ,300145,中金环境,浙江,机械基件,南方中金环境股份有限公司,创业板,SZSE,L,2010-12-09
300146.SZ,300146,汤臣倍健,广东,食品,汤臣倍健股份有限公司,创业板,SZSE,L,2010-12-15
300147.SZ,300147,香雪制药,广东,中成药,广州市香雪制药股份有限公司,创业板,SZSE,L,2010-12-15
300148.SZ,300148,天舟文化,湖南,互联网,天舟文化股份有限公司,创业板,SZSE,L,2010-12-15
300149.SZ,300149,睿智医药,广东,生物制药,睿智医药科技股份有限公司,创业板,SZSE,L,2010-12-22
300150.SZ,300150,世纪瑞尔,北京,软件服务,北京世纪瑞尔技术股份有限公司,创业板,SZSE,L,2010-12-22
300151.SZ,300151,昌红科技,深圳,专用机械,深圳市昌红科技股份有限公司,创业板,SZSE,L,2010-12-22
300152.SZ,300152,新动力,河北,环境保护,雄安新动力科技股份有限公司,创业板,SZSE,L,2010-12-29
300153.SZ,300153,科泰电源,上海,电气设备,上海科泰电源股份有限公司,创业板,SZSE,L,2010-12-29
300154.SZ,300154,瑞凌股份,深圳,机械基件,深圳市瑞凌实业集团股份有限公司,创业板,SZSE,L,2010-12-29
300155.SZ,300155,安居宝,广东,IT设备,广东安居宝数码科技股份有限公司,创业板,SZSE,L,2011-01-07
300157.SZ,300157,新锦动力,北京,石油开采,新锦动力集团股份有限公司,创业板,SZSE,L,2011-01-07
300158.SZ,300158,振东制药,山西,化学制药,山西振东制药股份有限公司,创业板,SZSE,L,2011-01-07
300159.SZ,300159,新研股份,新疆,航空,新疆机械研究院股份有限公司,创业板,SZSE,L,2011-01-07
300160.SZ,300160,秀强股份,江苏,家用电器,江苏秀强玻璃工艺股份有限公司,创业板,SZSE,L,2011-01-13
300161.SZ,300161,华中数控,湖北,机床制造,武汉华中数控股份有限公司,创业板,SZSE,L,2011-01-13
300162.SZ,300162,雷曼光电,深圳,元器件,深圳雷曼光电科技股份有限公司,创业板,SZSE,L,2011-01-13
300163.SZ,300163,ST先锋,浙江,其他建材,宁波先锋新材料股份有限公司,创业板,SZSE,L,2011-01-13
300164.SZ,300164,通源石油,陕西,石油开采,通源石油科技集团股份有限公司,创业板,SZSE,L,2011-01-13
300165.SZ,300165,天瑞仪器,江苏,电器仪表,江苏天瑞仪器股份有限公司,创业板,SZSE,L,2011-01-25
300166.SZ,300166,东方国信,北京,软件服务,北京东方国信科技股份有限公司,创业板,SZSE,L,2011-01-25
300167.SZ,300167,*ST迪威,深圳,软件服务,深圳市迪威迅股份有限公司,创业板,SZSE,L,2011-01-25
300168.SZ,300168,万达信息,上海,软件服务,万达信息股份有限公司,创业板,SZSE,L,2011-01-25
300169.SZ,300169,天晟新材,江苏,塑料,常州天晟新材料集团股份有限公司,创业板,SZSE,L,2011-01-25
300170.SZ,300170,汉得信息,上海,软件服务,上海汉得信息技术股份有限公司,创业板,SZSE,L,2011-02-01
300171.SZ,300171,东富龙,上海,医疗保健,东富龙科技集团股份有限公司,创业板,SZSE,L,2011-02-01
300172.SZ,300172,中电环保,江苏,环境保护,中电环保股份有限公司,创业板,SZSE,L,2011-02-01
300173.SZ,300173,福能东方,广东,轻工机械,福能东方装备科技股份有限公司,创业板,SZSE,L,2011-02-01
300174.SZ,300174,元力股份,福建,化工原料,福建元力活性炭股份有限公司,创业板,SZSE,L,2011-02-01
300175.SZ,300175,朗源股份,山东,食品,朗源股份有限公司,创业板,SZSE,L,2011-02-15
300176.SZ,300176,派生科技,广东,汽车配件,广东派生智能科技股份有限公司,创业板,SZSE,L,2011-02-15
300177.SZ,300177,中海达,广东,通信设备,广州中海达卫星导航技术股份有限公司,创业板,SZSE,L,2011-02-15
300179.SZ,300179,四方达,河南,矿物制品,河南四方达超硬材料股份有限公司,创业板,SZSE,L,2011-02-15
300180.SZ,300180,华峰超纤,上海,化纤,上海华峰超纤科技股份有限公司,创业板,SZSE,L,2011-02-22
300181.SZ,300181,佐力药业,浙江,中成药,浙江佐力药业股份有限公司,创业板,SZSE,L,2011-02-22
300182.SZ,300182,捷成股份,北京,影视音像,北京捷成世纪科技股份有限公司,创业板,SZSE,L,2011-02-22
300183.SZ,300183,东软载波,山东,通信设备,青岛东软载波科技股份有限公司,创业板,SZSE,L,2011-02-22
300184.SZ,300184,力源信息,湖北,元器件,武汉力源信息技术股份有限公司,创业板,SZSE,L,2011-02-22
300185.SZ,300185,通裕重工,山东,工程机械,通裕重工股份有限公司,创业板,SZSE,L,2011-03-08
300187.SZ,300187,永清环保,湖南,环境保护,永清环保股份有限公司,创业板,SZSE,L,2011-03-08
300188.SZ,300188,国投智能,福建,软件服务,国投智能(厦门)信息股份有限公司,创业板,SZSE,L,2011-03-16
300189.SZ,300189,神农科技,海南,种植业,海南神农科技股份有限公司,创业板,SZSE,L,2011-03-16
300190.SZ,300190,维尔利,江苏,环境保护,维尔利环保科技集团股份有限公司,创业板,SZSE,L,2011-03-16
300191.SZ,300191,潜能恒信,北京,石油开采,潜能恒信能源技术股份有限公司,创业板,SZSE,L,2011-03-16
300192.SZ,300192,科德教育,江苏,文教休闲,苏州科德教育科技股份有限公司,创业板,SZSE,L,2011-03-22
300193.SZ,300193,佳士科技,深圳,专用机械,深圳市佳士科技股份有限公司,创业板,SZSE,L,2011-03-22
300194.SZ,300194,福安药业,重庆,化学制药,福安药业(集团)股份有限公司,创业板,SZSE,L,2011-03-22
300195.SZ,300195,长荣股份,天津,轻工机械,天津长荣科技集团股份有限公司,创业板,SZSE,L,2011-03-29
300196.SZ,300196,长海股份,江苏,玻璃,江苏长海复合材料股份有限公司,创业板,SZSE,L,2011-03-29
300197.SZ,300197,节能铁汉,深圳,环境保护,中节能铁汉生态环境股份有限公司,创业板,SZSE,L,2011-03-29
300198.SZ,300198,纳川股份,福建,塑料,福建纳川管材科技股份有限公司,创业板,SZSE,L,2011-04-07
300199.SZ,300199,翰宇药业,深圳,化学制药,深圳翰宇药业股份有限公司,创业板,SZSE,L,2011-04-07
300200.SZ,300200,高盟新材,北京,化工原料,北京高盟新材料股份有限公司,创业板,SZSE,L,2011-04-07
300201.SZ,300201,海伦哲,江苏,工程机械,徐州海伦哲专用车辆股份有限公司,创业板,SZSE,L,2011-04-07
300203.SZ,300203,聚光科技,浙江,环境保护,聚光科技(杭州)股份有限公司,创业板,SZSE,L,2011-04-15
300204.SZ,300204,舒泰神,北京,生物制药,舒泰神(北京)生物制药股份有限公司,创业板,SZSE,L,2011-04-15
300205.SZ,300205,ST天喻,湖北,通信设备,武汉天喻信息产业股份有限公司,创业板,SZSE,L,2011-04-21
300206.SZ,300206,理邦仪器,深圳,医疗保健,深圳市理邦精密仪器股份有限公司,创业板,SZSE,L,2011-04-21
300207.SZ,300207,欣旺达,深圳,电气设备,欣旺达电子股份有限公司,创业板,SZSE,L,2011-04-21
300208.SZ,300208,*ST中程,山东,电气设备,青岛中资中程集团股份有限公司,创业板,SZSE,L,2011-04-26
300209.SZ,300209,*ST有树,湖南,互联网,有棵树科技股份有限公司,创业板,SZSE,L,2011-04-26
300210.SZ,300210,森远股份,辽宁,专用机械,鞍山森远路桥股份有限公司,创业板,SZSE,L,2011-04-26
300211.SZ,300211,亿通科技,江苏,通信设备,江苏亿通高科技股份有限公司,创业板,SZSE,L,2011-05-05
300212.SZ,300212,易华录,北京,软件服务,北京易华录信息技术股份有限公司,创业板,SZSE,L,2011-05-05
300213.SZ,300213,佳讯飞鸿,北京,通信设备,北京佳讯飞鸿电气股份有限公司,创业板,SZSE,L,2011-05-05
300214.SZ,300214,日科化学,山东,化工原料,山东日科化学股份有限公司,创业板,SZSE,L,2011-05-11
300215.SZ,300215,电科院,江苏,电气设备,苏州电器科学研究院股份有限公司,创业板,SZSE,L,2011-05-11
300217.SZ,300217,东方电热,江苏,家用电器,镇江东方电热科技股份有限公司,创业板,SZSE,L,2011-05-18
300218.SZ,300218,安利股份,安徽,塑料,安徽安利材料科技股份有限公司,创业板,SZSE,L,2011-05-18
300219.SZ,300219,鸿利智汇,广东,元器件,鸿利智汇集团股份有限公司,创业板,SZSE,L,2011-05-18
